https://heasarc.gsfc.nasa.gov/cgi-bin/W3Browse/w3browse.pl

Results from heasarc_ngc2000: NGC2000.0: Complete New General Catalog and Index Catalog
Coordinate system:  Equatorial, angular diameter in minutes of arc
|name    |ra     |dec   |app_mag|app_mag_flag|limit_ang_diameter|ang_diameter|source_type|lii   |bii   |ref_revision|constellation|description                                          |class                                              |
|NGC 15  |00 09.1|+21 36| 15.0  |p           |                  |            |Gx         |110.01|-40.21|R           |Peg          |vF, vS, R, bM                                        |                                             GALAXY|
|NGC 7321|22 36.4|+21 38| 14.0  |p           |                  |            |Gx         | 85.73|-31.31|R           |Peg          |F, S, iR, vgvlbM                                     |                                             GALAXY|
|NGC 3287|10 34.8|+21 39| 13.0  |p           |                  |  2.2       |Gx         |215.38| 58.51|S           |Leo          |F, pL, D* p 24s , s 4'                               |                                             GALAXY|
|NGC 3185|10 17.6|+21 41| 12.2  |            |                  |  2.3       |Gx         |213.23| 54.69|S           |Leo          |pF, pL, gmbM                                         |                                             GALAXY|
|IC 3657 |12 41.3|+21 41|       |            |                  |            |U          |279.43| 84.09|D           |Com          |vF, vS, N; neb*?                                     |                                       UNIDENTIFIED|
|NGC 4826|12 56.7|+21 41|  8.5  |            |                  |  9.3       |Gx         |315.62| 84.42|S           |Com          |! vB, vL, vmE 120deg +/- , bMSBN; = M64              |                                             GALAXY|
|IC 4039 |13 00.7|+21 41|       |            |                  |            |U          |324.59| 84.16|D           |Com          |cF, vS, neb*                                         |                                       UNIDENTIFIED|
|NGC 2916|09 35.0|+21 42| 12.0  |            |                  |  2.6       |Gx         |208.72| 45.23|S           |Leo          |F, S, vlE                                            |                                             GALAXY|
|NGC 3551|11 09.6|+21 43| 15.0  |p           |                  |            |Gx         |220.52| 66.24|R           |Leo          |eeF, vS, R, sp of 2                                  |                                             GALAXY|
|NGC 3555|11 09.7|+21 44| 15.0  |p           |                  |            |Gx         |220.49| 66.27|R           |Leo          |vF, R, nf of 2                                       |                                             GALAXY|
|NGC 3743|11 35.8|+21 44| 15.0  |p           |                  |            |Gx         |226.23| 71.98|R           |Leo          |F, S, R, *9 1' sf                                    |                                             GALAXY|
|IC 3840 |12 51.8|+21 44|       |            |                  |            |U          |303.83| 84.60|D           |Com          |vF, S, iF, * inv sp                                  |                                       UNIDENTIFIED|
|IC 3818 |12 49.8|+21 45|       |            |                  |            |U          |298.88| 84.61|D           |Com          |vF, S, iF, *14 p                                     |                                       UNIDENTIFIED|
|NGC 7784|23 55.3|+21 45| 15.0  |p           |                  |            |Gx         |106.02|-39.27|R           |Peg          |vF, eS, lbM, r?, p of 2                              |                                             GALAXY|
|IC 2940 |11 36.0|+21 46|       |            |                  |            |DS         |226.19| 72.04|X           |Leo          |eF, susp (not seen at Birr)                          |                                               STAR|
|NGC 691 |01 50.7|+21 46| 12.0  |p           |                  |  3.5       |Gx         |140.74|-39.05|S           |Ari          |F, cL, vglbM                                         |                                             GALAXY|
|IC 4185 |13 06.2|+21 47|       |            |                  |            |U          |335.87| 83.69|D           |Com          |vF, S, iF, att *15 n                                 |                                       UNIDENTIFIED|
|IC 1725 |01 45.2|+21 47|       |            |                  |            |U          |139.15|-39.39|D           |Psc          |F, S, pR, dif                                        |                                       UNIDENTIFIED|
